Area,Location,Bedrooms,Price
720,38,1,4850000
600,38,1,4500000
650,38,1,6700000
650,38,1,4500000
665,38,1,5000000
2000,38,4,17000000
1550,38,3,12500000
1356,38,3,10500000
1680,38,3,15000000
980,38,2,8700000
1000,38,2,9000000
1060,38,2,11000000
1095,38,2,10500000
1155,38,2,9700000
1150,38,2,10500000
990,38,2,8500000
1078,38,2,9300000
1150,38,2,9900000
1150,38,2,8000000
1060,38,2,9000000
680,38,1,4200000
2470,38,4,28000000
2100,38,4,40000000
2200,38,4,16000000
2235,38,4,17000000
1025,38,2,9500000
950,38,2,9500000
895,38,2,7500000
1114,38,2,8500000
1197,38,2,13000000
1380,38,2,13700000
1050,38,2,8000000
1240,38,2,10500000
1110,38,2,7700000
1050,38,2,7500000
1160,38,2,9000000
1078,38,2,9300000
555,38,1,6000000
650,38,1,6200000
600,38,1,5000000
650,38,1,6500000
700,38,1,5200000
646,38,1,4200000
560,38,1,5500000
670,38,1,5500000
740,38,1,6000000
636,38,1,5500000
680,38,1,4200000
1635,38,3,16500000
1550,38,3,11399999
1500,38,3,13500000
1850,38,3,22500000
2100,38,4,40000000
610,38,1,5700000
655,38,1,4800000
660,38,1,4500000
650,38,1,4300000
680,38,1,4500000
670,38,1,5300000
655,38,1,4803000
1800,38,3,13000000
1645,38,3,15500000
1395,38,3,13000000
1150,38,2,8500000
1200,38,2,9400000
1150,38,2,8000000
615,38,1,4500000
670,38,1,5300000
765,38,1,6000000
650,38,1,5600000
655,38,1,4803000
1760,38,3,17500000
1415,38,3,12000000
1685,38,3,15000000
1800,38,3,13000000
1650,38,3,16600000
1395,38,3,13000000
1200,38,2,9400000
1650,38,3,16600000
1395,38,3,13000000
1200,38,2,9400000
1150,38,2,8000000
650,38,1,5700000
560,38,1,5500000
765,38,1,6000000
650,38,1,5600000
655,38,1,4900000
1390,38,3,13500000
1590,38,3,22000000
1760,38,3,17500000
1716,38,3,17800000
1680,38,3,14000000
1050,38,2,7200000
1100,38,2,7000000
1635,38,3,15000000
1078,38,2,10000000
1760,38,3,17500000
1415,38,3,11000000
1800,38,3,13000000
1147,38,2,12500000
1197,38,2,13000000
1300,38,3,15000000
1050,38,2,7500000
1240,38,2,9500000
1160,38,2,9000000
650,38,1,6200000
650,38,1,5500000
550,38,1,5000000
550,38,1,5500000
650,38,1,4200000
700,38,1,5200000
646,38,1,4200000
650,38,1,6500000
740,38,1,6000000
570,38,1,5000000
670,38,1,5500000
680,38,1,4200000
636,38,1,5500000
640,38,1,4300000
1700,38,3,15500000
1635,38,3,16500000
1550,38,3,11399999
1530,38,3,12000000
1500,38,3,13500000
1750,38,3,16000000
1590,38,3,22000000
1415,38,3,11000000
1650,38,3,16600000
1687,38,3,14000000
1150,38,2,8500000
1050,38,2,7500000
555,38,1,6000000
600,38,1,4900000
646,38,1,4200000
650,38,1,6500000
650,38,1,4500000
740,38,1,6000000
670,38,1,5500000
640,38,1,4300000
650,38,1,5500000
1400,38,3,13500000
1750,38,3,16000000
1780,38,3,15000000
1415,38,3,11000000
1687,38,3,14000000
1100,38,2,6900000
1050,38,2,8300000
1160,38,2,9000000
700,38,1,5100000
625,38,1,5200000
646,38,1,4200000
670,38,1,5500000
550,38,1,5500000
650,38,1,6500000
650,38,1,5400000
660,38,1,5300000
550,38,1,5500000
570,38,1,5000000
1415,38,3,11000000
1550,38,3,14000000
1760,38,3,17100000
1750,38,3,16000000
1475,38,3,11800000
759,38,1,6000000
600,38,1,4850000
640,38,1,4300000
550,38,1,4500000
620,38,1,4100000
550,38,1,5000000
745,38,1,5500000
580,38,1,4500000
570,38,1,5000000
670,38,1,5300000
1845,38,3,19000000
1700,38,3,15500000
1400,38,3,13500000
1680,38,3,13600000
1645,38,3,15500000
1585,38,3,16500000
1350,38,2,8600000
1075,38,2,10000000
1155,38,2,10500000
625,38,1,4700000
720,38,1,6200000
550,38,1,4500000
735,38,1,6900000
580,38,1,4500000
1505,38,3,10000000
1630,38,3,13000000
1550,38,3,11000000
1750,38,3,16000000
1098,38,2,10500000
1000,38,2,9500000
550,38,1,4500000
1550,38,3,11000000
1550,38,3,11000000
1630,38,3,13000000
1680,38,3,13600000
1650,38,3,16200000
1440,38,3,15000000
1370,38,3,13200000
1000,38,2,9500000
1760,38,3,15000000
1100,38,2,7500000
1675,38,3,16200000
1060,38,2,11000000
1150,38,2,11600000
670,38,1,5600000
900,38,2,8000000
1088,38,2,9500000
310,38,1,2300000
1060,38,2,9000000
1650,38,3,22000000
1360,38,2,14500000
1250,38,2,11500000
1550,38,3,14900000
510,38,1,3850000
305,38,1,2850000
1251,38,2,12100000
989,38,2,6800000
850,38,2,6000000
989,38,2,6850000
900,38,2,5500000
1750,38,3,17500000
1240,38,2,9400000
1560,38,3,16500000
640,38,1,3700000
1050,38,2,8000000
1770,38,3,22000000
1230,38,2,10200000
450,38,1,3100000
655,38,1,5500000
852,38,2,9500000
1600,38,3,17500000
1140,38,2,10000000
1502,38,3,16500000
1600,38,3,17500000
650,38,1,4800000
1600,38,3,14000000
1140,38,2,10000000
1325,38,2,10000000
1725,38,3,12500000
1256,38,2,13500000
1600,38,3,16500000
1600,38,3,16500000
2030,38,3,21000000
1725,38,3,12500000
1680,38,3,16000000
1810,38,3,17000000
1325,38,2,10000000
1725,38,3,12500000
1210,38,2,9500000
3275,38,4,31100000
1680,38,3,16000000
1810,38,3,17000000
1325,38,2,10000000
1725,38,3,12500000
1210,38,2,9500000
3275,38,4,31100000
3205,38,4,30400000
1305,38,2,12300000
1230,38,2,11600000
1725,38,3,16000000
1210,38,2,9600000
1660,38,3,16500000
1700,38,3,18500000
1130,38,2,15500000
1810,38,3,17900000
3205,38,4,30400000
1482,38,3,13300000
1025,38,2,11200000
1131,38,2,11000000
1400,38,3,9500000
800,38,2,6500000
500,38,1,3700000
1150,38,2,9500000
1150,38,2,9900000
1700,38,3,18500000
1015,38,2,8200000
1150,38,2,9300000
750,38,1,5800000
1800,38,3,14200000
1605,38,3,15500000
1040,38,2,7900000
1580,38,3,10500000
1255,38,2,11000000
660,38,1,5300000
1580,38,3,10100000
1100,38,2,10000000
1150,38,2,13000000
1850,38,3,16200000
1235,38,2,13500000
1050,38,2,10200000
1235,38,2,13500000
1440,38,3,14200000
612,38,1,5300000
676,38,1,5500000
650,38,1,5500000
1600,38,3,16000000
650,38,1,4300000
1050,38,2,7500000
1150,38,2,8000000
850,38,2,7500000
1085,38,2,7500000
2950,38,4,30000000
560,38,1,5500000
1050,38,2,8000000
700,38,1,6000000
650,38,1,4500000
649,38,1,5500000
660,38,1,5500000
1600,38,3,14800000
1150,38,2,11800000
1760,38,3,13600000
650,38,1,5700000
650,38,1,5700000
750,38,1,6500000
630,38,1,4200000
650,38,1,5700000
540,38,1,4800000
2355,38,4,30000000
2250,38,4,21000000
1515,38,3,7600000
4000,38,5,11100000
4000,38,5,11100000
2000,38,3,2625000
635,38,1,4100000
600,38,1,7000000
852,38,2,4700000
690,38,1,5200000
600,38,1,7500000
1000,38,2,8750000
1205,38,2,5200000
560,38,1,7100000
1085,38,2,7300000
1000,38,2,13000000
1185,38,2,15500000
1435,38,3,15500000
1530,38,3,15000000
1730,38,3,4800000
560,38,1,12000000
1600,38,3,2600000
390,38,1,5300000
600,38,1,9500000
1075,38,2,7500000
1000,38,2,13500000
1300,38,3,12900000
1195,38,2,4000000
650,38,1,9600000
1083,38,2,11000000
1364,38,3,4800000
1000,38,2,7500000
1083,38,2,11000000
1364,38,3,4800000
1000,38,2,7500000
2000,38,3,10000000
1140,38,2,15500000
1530,38,3,15500000
1530,38,3,32500000
1079,38,2,8700000
380,38,1,9000000
1415,38,3,8400000
1414,38,3,12000000
1079,38,2,4200000
640,38,1,11500000
1182,38,2,8000000
1000,38,2,16000000
1600,38,3,14500000
1655,38,3,6500000
675,38,1,9500000
1050,38,2,8000000
800,38,2,11000000
1250,38,2,5200000
590,38,1,6000000
675,38,1,13000000
1200,38,3,10500000
911,38,2,11100000
1117,38,2,12700000
1125,38,2,6000000
560,38,1,5500000
650,38,1,9800000
1090,38,2,10000000
1463,38,2,13000000
1500,38,3,5500000
640,38,1,7200000
860,38,1,15000000
1300,38,3,10500000
1075,38,2,4600000
600,38,1,5500000
450,38,1,5000000
650,38,1,8000000
800,38,2,6000000
675,38,1,5200000
590,38,1,13000000
1300,38,2,16000000
1600,38,3,14500000
1655,38,3,9500000
1050,38,2,8000000
800,38,2,8000000
914,38,2,11000000
1100,38,2,8000000
1000,38,2,16000000
1600,38,3,14500000
1655,38,3,6500000
675,38,1,9500000
1050,38,2,8000000
800,38,2,11000000
1250,38,2,5200000
590,38,1,6000000
675,38,1,13000000
1200,38,3,10500000
911,38,2,11100000
1117,38,2,12700000
1125,38,2,6000000
560,38,1,5500000
650,38,1,9800000
1090,38,2,10000000
1463,38,2,13000000
1500,38,3,5500000
640,38,1,7200000
860,38,1,15000000
1300,38,3,10500000
1075,38,2,4600000
600,38,1,5500000
450,38,1,5000000
650,38,1,8000000
800,38,2,6000000
675,38,1,5200000
590,38,1,13000000
1300,38,2,16000000
1600,38,3,14500000
1655,38,3,9500000
1050,38,2,8000000
800,38,2,8000000
914,38,2,11000000
1100,38,2,9200000
1250,38,2,3900000
1500,38,3,5500000
640,38,1,7200000
860,38,1,15000000
1300,38,3,10500000
1075,38,2,4600000
600,38,1,5500000
450,38,1,5000000
650,38,1,8000000
800,38,2,6000000
675,38,1,5200000
590,38,1,13000000
1300,38,2,16000000
1600,38,3,14500000
1655,38,3,9500000
1050,38,2,8000000
800,38,2,8000000
914,38,2,11000000
1100,38,2,9200000
1250,38,2,7575000
670,38,1,10000000
1500,38,3,13500000
660,38,1,41200000
950,38,2,4300000
800,38,1,8000000
1075,38,2,8300000
1050,38,2,4500000
600,38,1,5000000
650,38,1,8500000
1175,38,2,8500000
1050,38,2,9500000
1120,38,2,6500000
735,38,1,6000000
759,38,1,9500000
1120,38,2,7000000
735,38,1,6500000
649,38,1,6500000
660,38,1,8500000
1000,38,2,10500000
1120,38,2,13700000
1380,38,2,9500000
1120,38,2,9500000
1120,38,2,5500000
649,38,1,4200000
650,38,1,8000000
954,38,2,7800000
1000,38,2,6200000
650,38,1,27799999
1600,38,3,9500000
1120,38,2,15000000
1050,38,2,7900000
1040,38,2,5800000
735,38,1,4200000
650,38,1,4400000
620,38,1,6500000
735,38,1,6500000
735,38,1,6500000
735,38,1,10500000
1580,38,3,8500000
1115,38,2,7900000
1040,38,2,5500000
620,38,1,13500000
1677,38,3,15500000
1530,38,3,20000000
1600,38,3,10500000
1580,38,3,9500000
1075,38,2,9500000
1120,38,2,6900000
735,38,1,5200000
641,38,1,5300000
660,38,1,6000000
735,38,1,4200000
650,38,1,5200000
641,38,1,5300000
660,38,1,8500000
1100,38,2,6000000
735,38,1,5200000
641,38,1,11000000
1254,38,3,5300000
660,38,1,5200000
641,38,1,6000000
735,38,1,15500000
1530,38,3,10100000
1580,38,3,6000000
750,38,1,15000000
1380,38,3,12000000
1210,38,2,9500000
1120,38,2,5200000
1530,38,3,13000000
1498,38,3,12000000
1395,38,3,8700000
1050,38,2,4300000
800,38,1,2357000
2400,38,5,4907000
1215,38,2,14500000
1215,38,2,31500000
2700,38,5,18500000
1650,38,3,14000000
1100,38,2,14000000
1100,38,2,23000000
1150,38,2,12500000
1150,38,2,2300000
1150,38,2,2300000
1015,38,2,22500000
1060,38,2,9000000
1060,38,2,8600000
1100,38,2,8600000
1100,38,2,4200000
1031,38,2,9000000
1031,38,2,10000000
1100,38,2,5600000
620,38,1,5600000
620,38,1,8600000
1080,38,2,10500000
980,38,2,10500000
980,38,2,6500000
685,38,1,6500000
685,38,1,29000000
1525,38,3,13500000
1370,38,3,13500000
1370,38,3,9000000
1150,38,2,9000000
1150,38,2,14000000
1450,38,3,28500000
920,38,2,8500000
1220,38,2,5600000
560,38,1,9000000
1060,38,2,24000000
630,38,1,7000000
950,38,2,17500000
650,38,1,12500000
1650,38,3,14500000
1150,38,2,4500000
650,38,1,4700000
625,38,1,7000000
950,38,2,10500000
650,38,1,65000000
700,38,1,2150000
920,38,2,7000000
720,38,1,7400000
950,38,1,9300000
1100,38,2,6000000
700,38,1,5000000
650,38,1,9500000
1120,38,2,23500000
1125,38,2,5200000
650,38,1,5900000
1150,38,2,6500000
700,38,1,6500000
700,38,1,6500000
650,38,1,6500000
650,38,1,6500000
711,38,1,11500000
1270,38,2,8000000
1200,38,2,8000000
1120,38,2,8500000
1120,38,2,6500000
950,38,2,34500000
1450,38,3,17000000
1450,38,3,5500000
675,38,1,5500000
675,38,1,8499000
1050,38,2,8500000
1100,38,2,51500000
1100,38,2,15500000
1200,38,2,5500000
675,38,1,6900000
1600,38,3,2700000
700,38,1,14000000
700,38,1,14000000
1240,38,2,9800000
1375,38,3,9199000
1065,38,2,6400000
670,38,1,2350000
1240,38,2,13500000
1680,38,3,3299000
1065,38,2,4602000
1055,38,2,5000000
1240,38,2,12700000
1705,38,3,9700000
3500,38,5,2600000
1100,38,2,12000000
1200,38,2,9000000
1060,38,2,5800000
650,38,1,2331000
2200,38,4,8588000
1130,38,2,3800000
585,38,1,11000000
1600,38,3,3800000
900,38,2,6000000
1000,38,2,11000000
1100,38,2,12000000
1400,38,2,9500000
1000,38,2,4900000
690,38,1,9000000
1385,38,3,55700000
1385,38,3,3900000
1715,38,3,3325000
3205,38,4,9000000
1660,38,3,14000000
750,38,2,23500000
750,38,2,7600000
750,38,2,5500000
750,38,2,6800000
1150,38,2,8500000
1150,38,2,9000000
1005,38,2,8200000
1260,38,2,3700000
1096,38,2,6542000
1096,38,2,14500000
1227,38,2,8800000
1697,38,3,13799999
1100,38,2,13799999
1257,38,2,14500000
1309,38,2,49000000
1820,38,3,7000000
1309,38,2,11000000
1000,38,2,12000000
1000,38,2,8500000
950,38,2,13000000
650,38,1,14000000
1050,38,2,14000000
1190,38,2,5999000
1150,38,2,5999000
1600,38,3,9500000
650,38,1,14000000
3500,38,4,2300000
3500,38,4,2300000
3500,38,4,2000000
1375,38,3,2100000
1234,38,2,19000000
1600,38,3,120000000
1515,38,3,4500000
1750,38,3,8800000
1900,38,3,9700000
605,38,1,10500000
1120,38,2,3000000
1120,38,2,33500000
1050,38,2,12000000
1800,38,3,2000000
1050,38,2,9500000
650,38,1,8000000
1162,38,2,4400000
580,38,2,10500000
1220,38,2,9300000
1525,38,2,13200000
900,38,2,8000000
1302,38,3,8500000
1260,38,2,13200000
650,38,1,5000000
1300,38,3,15000000
1300,38,3,15000000
1150,38,2,12600000
1251,38,2,12700000
1125,38,2,12700000
560,38,1,6000000
1251,38,2,12700000
1125,38,2,12700000
560,38,1,6000000
1210,38,2,13000000
560,38,1,6000000
1125,38,2,12700000
1125,38,2,12700000
1250,38,2,8000000
1455,38,3,13000000
1022,38,2,7500000
1250,38,2,14500000
1016,38,2,14000000
1290,38,2,13000000
1200,38,2,14000000
1200,38,2,14000000
1260,38,2,9500000
1055,38,2,7200000
1100,38,2,7600000
1340,38,2,13500000
850,38,1,6000000
635,38,1,5600000
1098,38,2,10000000
675,38,1,6500000
1098,38,2,10000000
1250,38,2,4500000
966,38,2,20200000
600,38,1,5000000
1550,38,3,13000000
530,38,1,3600000
416,38,1,2700000
1440,38,3,11000000
1080,38,2,7400000
1080,38,2,7000000
650,38,1,5000000
1200,38,3,8500000
650,38,1,6500000
610,38,1,5600000
640,38,1,5500000
1300,38,2,13000000
560,38,1,5300000
1400,38,3,16000000
1117,38,2,11100000
1100,38,2,11000000
1300,38,2,13000000
640,38,1,5500000
1000,38,2,8000000
911,38,2,10500000
1117,38,2,11100000
1300,38,2,13000000
560,38,1,5300000
1400,38,3,16000000
1117,38,2,11100000
1100,38,2,11000000
1000,38,2,8000000
911,38,2,10500000
1117,38,2,11100000
650,38,1,7500000
1980,38,3,14800000
1985,38,3,16500000
776,38,2,13500000
1255,38,2,11000000
600,38,1,4000000
1450,38,2,9000000
619,38,1,5500000
619,38,1,5600000
1250,38,2,9500000
620,38,1,59500000
620,38,1,59500000
1500,38,3,9200000
350,38,1,2700000
952,38,2,7200000
952,38,2,7200000
650,38,1,5000000
600,38,1,5000000
600,38,1,4800000
410,38,1,3200000
650,38,1,13500000
1560,38,3,3750000
650,38,1,13500000
1560,38,3,7200000
650,38,1,4900000
650,38,1,4900000
690,38,1,3588000
1040,38,2,5000000
650,38,1,5500000
650,38,1,5500000
603,38,1,4500000
800,38,1,4500000
800,38,1,4500000
2200,38,4,9000000
1065,38,2,9500000
1075,38,2,10500000
1065,38,2,9500000
1075,38,2,10500000
735,38,1,7800000
1090,38,2,9800000
735,38,1,7000000
735,38,1,7800000
1090,38,2,9800000
735,38,1,7000000
1227,38,2,11500000
600,38,1,4800000
600,38,1,4600000
600,38,1,4600000
1000,38,2,8500000
1000,38,2,8500000
1475,38,3,35500000
1500,38,3,6000000
1630,38,3,17500000
550,38,1,3700000
1370,38,3,10500000
650,38,1,5000000
1025,38,2,9900000
1025,38,2,9900000
640,38,1,4200000
675,38,1,6000000
640,38,1,4200000
675,38,1,6000000
3000,38,5,11900000
1125,38,2,7800000
1000,39,2,12000000
1026,39,2,9000000
936,39,2,9800000
576,39,1,5900000
640,39,2,20500000
640,39,2,6100000
826,39,2,7500000
675,39,2,12200000
674,39,2,12400000
673,39,2,12400000
690,39,2,12100000
850,39,2,15400000
1250,39,2,12000000
1210,39,2,10300000
1050,39,2,31000000
1250,39,2,12000000
1210,39,2,10300000
1050,39,2,8800000
779,39,2,5100000
1760,40,3,17000000
1760,40,3,17000000
1100,40,2,7500000
700,40,2,10500000
1151,40,2,12500000
1050,40,2,10500000
1155,40,2,10000000
725,40,1,7500000
725,40,1,7500000
1100,40,2,6500000
1150,40,2,10000000
1650,40,3,11700000
1650,40,3,11700000
1150,40,2,8000000
700,40,1,7100000
700,40,2,6000000
685,40,1,10500000
700,40,1,7100000
700,40,2,6000000
685,40,1,6500000
870,40,2,27300000
620,40,1,9500000
1075,40,2,34000000
675,40,1,11200000
1080,40,2,7000000
650,40,1,7000000
650,40,1,42500000
925,40,2,45000000
850,40,2,3700000
1750,40,3,5000000
1050,40,2,32500000
695,40,1,7000000
950,40,2,17500000
1075,40,2,14000000
1075,40,2,30000000
1800,40,3,7298999
950,40,2,18000000
528,40,1,9200000
989,40,2,13000000
1500,40,2,8000000
670,41,1,3300000
790,41,2,4200000
810,41,2,4150000
810,41,2,4150000
850,41,2,11500000
870,41,2,7500000
990,41,2,6500000
990,41,2,4000000
870,41,2,2100000
870,41,2,4000000
590,41,1,2600000
850,41,2,25000000
550,41,1,4500000
550,41,1,4500000
550,41,1,12000000
550,41,1,12000000
650,41,2,4275000
650,41,2,4250000
650,41,2,4200000
650,41,2,17500000
610,41,1,10500000
610,41,1,2500000
610,41,1,40000000
590,41,1,3200000
600,41,1,4200000
1100,41,2,11500000
590,41,1,18000000
590,41,1,23500000
630,41,1,4260000
700,41,2,4600000
460,41,1,4500000
670,41,2,19500000
690,41,2,25000000
670,41,2,47500000
780,42,2,11000000
1077,42,2,14000000
725,42,1,8100000
720,42,1,8298999
700,42,1,7598999
750,42,1,11000000
700,42,1,7898999
680,42,1,11500000
700,42,1,18500000
1676,42,3,11000000
750,42,1,4900000
750,42,1,4900000
950,42,2,2100000
610,42,1,25500000
500,42,1,9100000
470,42,1,8668000
396,42,1,8580000
459,42,1,11800000
674,42,2,4600000
394,42,1,27500000
390,42,1,27500000
750,42,1,42500000
1120,42,2,16500000
1050,42,2,25000000
695,42,1,9000000
575,42,1,22500000
1350,42,2,8200000
900,42,2,7998999
690,42,1,7798999
1100,42,2,7998999
425,42,1,2300000
425,42,1,2100000
410,42,1,7500000
1200,43,2,42000000
2880,43,3,101400000
1168,43,2,45000000
5476,43,5,360000000
5476,43,5,360000000
5476,43,5,360000000
1388,43,2,55000000
2500,43,3,60000000
6381,43,4,25000000
1557,43,3,13500000
1040,43,1,8999000
1257,44,2,20700000
1175,44,2,18000000
1053,44,2,17500000
650,44,1,9600000
650,44,1,10800000
1150,44,2,21000000
1450,44,3,30000000
1450,44,3,30000000
1550,44,3,27000000
1075,44,2,22100000
1075,44,2,22100000
650,44,1,9600000
650,44,1,10800000
1150,44,2,21000000
1450,44,3,30000000
1450,44,3,30000000
1550,44,3,27000000
1075,44,2,22100000
1075,44,2,22100000
1350,44,3,18500000
650,44,1,10500000
650,44,1,9600000
1650,44,3,28000000
1650,44,3,27000000
1165,44,2,19000000
1357,44,3,27500000
650,44,1,10000000
1050,44,2,17000000
950,44,2,14500000
1150,44,2,20500000
1100,44,2,22500000
1450,44,3,26500000
1650,44,3,29000000
1050,44,2,16500000
1150,44,2,20500000
1050,44,2,20500000
585,44,1,9800000
585,44,1,9800000
1250,44,2,21000000
1250,44,2,21000000
1650,44,3,29000000
1650,44,3,29000000
1050,44,2,16500000
1050,44,2,17500000
1650,44,3,27000000
1650,44,3,27000000
1150,44,2,20500000
1450,44,3,26500000
1350,44,3,18500000
1250,44,3,20000000
1450,44,3,30000000
1100,44,2,22500000
1050,44,2,19000000
1050,44,2,21000000
1250,44,2,24000000
585,44,1,27000000
1250,44,3,25000000
1050,44,2,21000000
1250,44,2,24000000
585,44,1,27000000
1250,44,3,25000000
650,45,1,46000000
1200,45,2,19500000
2600,45,3,43500000
1264,45,2,21600000
2780,45,4,37500000
1672,45,3,31000000
1200,45,2,21100000
1200,45,2,16500000
1672,45,3,23800000
1457,45,3,20500000
1600,45,3,27500000
1200,45,3,30000000
1280,45,2,21000000
1280,45,2,21500000
670,45,1,8000000
1250,45,2,20000000
608,45,1,8600000
550,45,1,16000000
608,45,1,8600000
550,45,1,15000000
1290,45,2,34000000
2300,45,4,12000000
720,45,1,2800000
1232,45,2,10300000
975,45,2,8100000
710,45,1,20099999
994,45,2,18000000
1080,45,3,8323999
1200,45,1,14900000
806,45,2,32500000
1350,45,2,15100000
1600,45,3,19000000
1100,45,2,19000000
1100,45,2,19100000
1000,45,2,16000000
1850,45,3,25500000
1850,45,3,9150000
700,45,2,20200000
2310,45,3,16000000
1155,45,2,13500000
2310,45,3,22000000
630,45,1,14500000
570,45,1,13500000
820,45,2,4800000
425,45,1,44500000
570,45,1,13500000
820,45,2,4800000
425,45,1,44500000
551,45,2,7800000
797,45,3,6700000
768,45,2,27500000
1055,45,3,27500000
1055,45,3,43500000
1466,45,4,47500000
1906,45,4,150000000
411,45,1,11100000
1290,45,2,9500000
1164,45,2,22500000
356,45,1,11299999
4240,45,5,7500000
2580,45,4,32599999
2120,45,3,23300000
1290,45,2,29000000
1072,45,1,16500000
686,45,1,17500000
1250,45,2,22000000
1023,45,2,13000000
1115,45,1,23200000
1266,45,2,13500000
960,45,1,9200000
1660,45,3,9200000
760,45,1,9500000
696,45,1,9500000
594,45,1,7500000
800,45,1,3500000
742,45,1,3450000
552,45,1,3550000
490,45,1,3200000
2419,45,4,8500000
855,45,2,8500000
1021,45,2,3250000
1818,45,3,5500000
1760,45,3,5150000
2050,45,3,19000000
570,45,1,18000000
820,45,2,18200000
1290,45,2,27000000
1160,45,2,23200000
910,45,2,37400000
1250,45,3,14500000
385,45,1,23000000
1250,45,3,38500000
1250,45,3,25000000
1100,45,2,22000000
1450,45,3,23700000
1100,45,2,21400000
1170,45,2,15200000
560,45,1,11500000
600,45,1,11000000
1185,45,3,14000000
1305,45,3,26500000
995,45,2,13000000
1014,45,2,10600000
874,45,2,16000000
1850,45,3,40199999
1310,45,3,21500000
970,45,2,16000000
1500,45,3,23300000
750,45,1,9200000
935,45,2,13200000
750,45,1,20500000
750,45,1,12800000
750,45,1,6000000
935,45,2,3700000
935,45,2,8600000
1047,45,2,6300000
650,45,1,10000000
585,45,1,8500000
950,45,2,59400000
1100,45,2,11700000
840,45,2,2816000
1100,45,2,55000000
1630,45,3,19000000
1350,45,2,27000000
1601,45,3,21500000
1340,45,2,11000000
1390,45,3,5200000
728,45,1,4500000
1066,45,2,9800000
728,45,1,22500000
1010,45,2,14000000
1000,45,2,20000000
1000,45,2,16000000
580,45,1,5200000
900,45,2,4300000
600,45,1,18000000
1050,45,2,13799999
1050,45,2,12600000
1101,45,3,21400000
1101,45,3,16200000
872,45,2,2700000
826,45,2,8500000
742,45,2,67500000
742,45,2,120000000
720,45,2,19500000
1400,45,2,3500000
1140,45,2,14500000
1150,45,2,6700000
548,45,1,9500000
823,45,2,2100000
450,45,1,4800000
350,45,1,2900000
200,45,1,2800000
200,45,1,2900000
220,45,1,2900000
220,45,1,3000000
225,45,1,2300000
225,45,1,3400000
750,45,1,19300000
1600,45,3,16399999
1450,45,2,19000000
1350,45,3,5500000
600,45,1,15500000
1450,45,3,37000000
1596,45,3,10000000
340,45,1,20000000
1135,45,2,14000000
640,45,1,6000000
550,45,1,35000000
365,45,1,25000000
1125,45,2,38500000
1280,45,2,18000000
495,45,1,6850000
525,45,1,16100000
710,45,2,20500000
310,45,1,8500000
650,45,1,9000000
725,45,1,45199999
457,45,1,9900000
480,45,1,9900000
480,45,1,13300000
599,45,2,14800000
669,45,2,18900000
1100,45,2,9500000
340,45,1,3800000
1400,45,2,26000000
750,45,2,6787000
729,45,1,12000000
1500,45,3,10000000
1170,45,2,9500000
685,45,1,8200000
685,45,1,17500000
1125,45,2,4300000
1125,45,2,10000000
1050,45,2,75100000
1145,45,2,11100000
1090,45,2,7500000
1090,45,2,42000000
1100,45,2,7798999
700,45,1,4400000
750,45,1,14000000
1170,45,2,8500000
700,45,1,9570000
1100,45,2,9500000
700,45,1,9800000
709,45,1,7200000
350,45,1,16800000
350,45,1,7500000
750,45,2,10800000
771,45,2,12100000
769,45,2,9601000
978,45,3,13000000
734,45,2,7929000
733,45,2,11500000
1775,45,3,9800000
1100,45,2,4000000
225,45,1,3600000
225,45,1,18500000
225,45,1,18700000
1566,45,3,10000000
495,45,1,4800000
1250,45,3,7000000
1804,45,3,42500000
1440,45,2,42000000
1420,45,3,5500000
350,45,1,2700000
1550,45,3,4500000
1100,45,2,8200000
1068,45,2,36100000
1066,45,2,3365999
750,45,1,13700000
1350,45,3,13700000
990,45,2,9500000
1404,45,3,10000000
1350,45,3,10000000
750,45,1,4500000
750,45,1,4500000
750,45,1,13000000
980,45,1,13000000
980,45,1,18200000
750,45,1,4100000
890,45,2,5800000
650,45,1,17800000
650,45,1,13000000
650,45,1,16000000
650,45,1,13700000
750,45,1,13700000
1350,45,3,13700000
990,45,2,9500000
1404,45,3,13000000
688,45,2,138000000
890,45,3,3800000
727,45,2,3800000
716,45,2,4200000
677,45,2,17500000
614,45,2,12000000
950,45,2,17000000
310,45,1,18000000
1815,45,3,13500000
700,45,1,6500000
600,45,1,24000000
1000,45,2,4200000
1050,45,2,23500000
1050,45,2,9500000
750,45,1,240000000
650,45,1,19100000
1815,45,3,37700000
590,45,1,39500000
1600,45,3,39000000
1130,46,3,7600000
675,46,1,4500000
1170,46,3,4000000
777,46,2,51500000
1170,46,3,23000000
667,46,2,9000000
1296,46,3,55000000
1296,46,3,50000000
1150,46,3,30000000
850,46,2,55000000
1296,46,3,18000000
560,46,1,3300000
1296,46,3,55000000
1296,46,3,30000000
900,46,2,37000000
1150,46,3,25500000
850,46,2,29500000
1000,46,2,7500000
1296,46,3,30000000
1250,46,3,25500000
1296,46,3,25500000
850,46,2,42000000
1296,46,3,18500000
850,46,2,11000000
850,46,2,107600000
850,46,2,11000000
650,47,1,6000000
1944,47,4,16000000
972,47,2,8000000
730,47,1,11800000
654,47,1,10900000
400,47,1,7400000
450,47,1,7300000
810,47,2,6000000
700,47,2,4200000
1417,47,3,9800000
783,47,2,3500000
770,47,1,5800000
400,47,1,2700000
750,47,2,4200000
1180,47,2,6400000
565,47,1,3500000
320,47,1,3000000
400,47,1,6800000
890,47,2,3300000
590,47,1,6500000
