Area,Location,No. of Bedrooms,Price
560,Nala Sopara,1,2450000
545,Nala Sopara,1,13000000
594,Nala Sopara,1,13000000
555,Nala Sopara,1,31000000
545,Nala Sopara,1,14500000
710,Nala Sopara,2,22000000
575,Nala Sopara,1,4299000
525,Nala Sopara,1,7200000
590,Nala Sopara,1,13899999
582,Nala Sopara,1,8900000
620,Nala Sopara,1,2200000
585,Nala Sopara,1,14600000
585,Nala Sopara,1,33500000
550,Nala Sopara,1,8500000
830,Nala Sopara,2,39900000
580,Nala Sopara,1,74500000
950,Nala Sopara,2,4800000
970,Nala Sopara,2,3900000
700,Nala Sopara,1,12100000
700,Nala Sopara,1,11000000
525,Nala Sopara,1,5500000
525,Nala Sopara,1,8500000
1050,Nala Sopara,2,3400000
975,Nala Sopara,2,3500000
660,Nala Sopara,1,5250000
670,Nala Sopara,1,39500000
670,Nala Sopara,1,30400000
700,Nala Sopara,1,80000000
1050,Nala Sopara,2,58500000
970,Nala Sopara,2,4000000
365,Nala Sopara,1,7400000
545,Nala Sopara,1,3000000
620,Nala Sopara,1,3110000
560,Nala Sopara,1,6600000
620,Nala Sopara,1,11000000
600,Nala Sopara,1,2300000
580,Nala Sopara,1,2200000
500,Nala Sopara,1,2500000
560,Nala Sopara,1,2400000
560,Nala Sopara,1,2450000
590,Nala Sopara,1,2565000
525,Nala Sopara,1,2600000
585,Nala Sopara,1,2600000
590,Nala Sopara,1,2310000
585,Nala Sopara,1,2700000
580,Nala Sopara,1,2400000
615,Nala Sopara,1,4099000
590,Nala Sopara,1,2200000
520,Nala Sopara,1,2400000
850,Nala Sopara,2,2650000
500,Nala Sopara,1,2250000
630,Nala Sopara,1,2250000
525,Nala Sopara,1,2500000
500,Nala Sopara,1,2440000
355,Nala Sopara,1,2300000
620,Nala Sopara,1,2400000
580,Nala Sopara,1,2150000
590,Nala Sopara,1,2450000
585,Nala Sopara,1,2515000
1376,Napeansea Road,3,86500000
1340,Napeansea Road,3,112500000
3313,Napeansea Road,4,80000000
2436,Napeansea Road,3,42500000
1250,Nerul,2,18500000
2130,Nerul,3,29500000
1100,Nerul,2,14500000
1100,Nerul,2,13000000
650,Nerul,1,6500000
715,Nerul,1,8000000
2120,Nerul,3,38000000
1950,Nerul,3,25000000
1855,Nerul,3,10500000
1286,Nerul,2,3700000
2703,Nerul,4,2600000
650,Nerul,1,9500000
1310,Nerul,1,8000000
1250,Nerul,1,22000000
1215,Nerul,2,25800000
1150,Nerul,2,16700000
1100,Nerul,2,37400000
1825,Nerul,3,9800000
2000,Nerul,3,15000000
2600,Nerul,4,2750000
2600,Nerul,4,3900000
500,Nerul,1,5100000
600,Nerul,1,16000000
770,Palghar,1,2100000
569,Palghar,2,2099000
387,Palghar,1,3500000
646,Palghar,3,4499000
833,Palghar,2,40000000
967,Palghar,2,14800000
589,Palghar,1,4517000
589,Palghar,1,4500000
835,Palghar,2,7200000
832,Palghar,2,6500000
1175,Palm Beach,2,16500000
1175,Palm Beach,2,16500000
570,Panvel,1,2700000
570,Panvel,1,2700000
1250,Panvel,2,6800000
1005,Panvel,2,8200000
525,Panvel,1,2800000
1133,Panvel,2,11399999
687,Panvel,1,5300000
850,Panvel,2,6300000
640,Panvel,1,8800000
1246,Panvel,2,4800000
1000,Panvel,2,16500000
1133,Panvel,2,2700000
755,Panvel,1,8100000
755,Panvel,1,7600000
560,Panvel,1,42000000
1300,Panvel,2,6400000
550,Panvel,1,9200000
1300,Panvel,2,27500000
665,Panvel,1,7400000
654,Panvel,2,9167000
686,Panvel,2,9745000
732,Panvel,2,10000000
762,Panvel,2,8200000
608,Panvel,2,11000000
837,Panvel,2,9013000
682,Panvel,2,12000000
931,Panvel,3,10800000
816,Panvel,3,2200000
1300,Panvel,2,6700000
1200,Panvel,2,4750000
900,Panvel,2,16000000
2020,Panvel,3,4700000
800,Panvel,2,4600000
910,Panvel,2,7500000
950,Panvel,2,4500000
930,Panvel,2,8900000
1690,Panvel,3,4900000
900,Panvel,2,13100000
2700,Panvel,4,13100000
2700,Panvel,4,6900000
1400,Panvel,2,9300000
1800,Panvel,3,9500000
1800,Panvel,3,4450000
600,Panvel,1,3800000
700,Panvel,1,6800000
1400,Panvel,2,13500000
1440,Panvel,3,11700000
1440,Panvel,3,12600000
675,Panvel,1,4700000
675,Panvel,1,8844000
1051,Panvel,2,15400000
950,Panvel,2,7290000
950,Panvel,2,23000000
850,Panvel,2,2400000
3200,Panvel,5,2585000
950,Panvel,2,6600000
850,Panvel,2,5000000
550,Panvel,1,6600000
750,Panvel,2,7500000
750,Panvel,2,5850000
755,Panvel,1,8400000
1300,Panvel,2,10000000
1307,Panvel,2,4823000
742,Panvel,1,11500000
1771,Panvel,3,7618000
1172,Panvel,2,6454000
993,Panvel,1,17000000
2621,Panvel,4,4000000
490,Panvel,1,11299999
1750,Panvel,3,4300000
530,Panvel,1,15700000
2420,Panvel,4,15200000
2351,Panvel,3,8287000
1275,Panvel,2,7930000
1220,Panvel,2,4907000
755,Panvel,1,13000000
2010,Panvel,3,16200000
2495,Panvel,4,11200000
1726,Panvel,3,2990000
742,Panvel,1,11500000
1771,Panvel,3,6454000
993,Panvel,1,3185000
490,Panvel,1,11299999
1750,Panvel,3,3445000
530,Panvel,1,8287000
1275,Panvel,2,7930000
1220,Panvel,2,13000000
2010,Panvel,3,16200000
2495,Panvel,4,11200000
1726,Panvel,3,11100000
1300,Panvel,2,6400000
705,Panvel,1,8500000
1055,Panvel,1,12500000
1140,Panvel,2,16900000
2582,Panvel,4,11800000
606,Panvel,2,2950000
428,Panvel,1,2750000
394,Panvel,1,2684000
385,Panvel,1,2882000
415,Panvel,1,4000000
550,Panvel,2,2400000
430,Panvel,2,8975000
460,Panvel,2,8599000
440,Panvel,2,9618000
493,Panvel,2,7600000
800,Panvel,1,4500000
705,Panvel,1,9800000
900,Panvel,2,24000000
812,Panvel,2,4500000
850,Panvel,2,8800000
848,Panvel,2,33000000
430,Panvel,2,8975000
460,Panvel,2,8599000
440,Panvel,2,9618000
493,Panvel,2,2700000
755,Panvel,1,3110000
1275,Panvel,3,4823000
858,Panvel,2,11500000
1222,Panvel,3,7618000
894,Panvel,2,6454000
1307,Panvel,2,17000000
742,Panvel,1,3185000
1771,Panvel,3,11299999
1172,Panvel,2,3445000
993,Panvel,1,15700000
2621,Panvel,4,15200000
490,Panvel,1,8287000
1750,Panvel,3,7930000
530,Panvel,1,13000000
2420,Panvel,4,16200000
2351,Panvel,3,11200000
1275,Panvel,2,9000000
1220,Panvel,2,5900000
2010,Panvel,3,8500000
2495,Panvel,4,6500000
1726,Panvel,3,4700000
680,Panvel,1,16800000
1300,Panvel,3,5600000
800,Panvel,2,5500000
1440,Panvel,3,3050000
1280,Panvel,3,8000000
565,Panvel,1,2900000
1055,Panvel,2,6200000
565,Panvel,1,8800000
1055,Panvel,2,20000000
1005,Panvel,2,8200000
1005,Panvel,2,6500000
1055,Panvel,2,9500000
1020,Panvel,2,5700000
1020,Panvel,2,22000000
1075,Panvel,2,13000000
1240,Panvel,2,7000000
1245,Panvel,2,4000000
1200,Panvel,2,30000000
1280,Panvel,3,4396000
1005,Panvel,2,15200000
950,Panvel,2,11500000
1150,Panvel,2,16900000
1600,Panvel,2,4000000
490,Panvel,1,11500000
490,Panvel,1,17000000
530,Panvel,1,8500000
880,Panvel,2,3188000
750,Panvel,2,10000000
580,Panvel,1,46000000
950,Panvel,2,80000000
950,Panvel,2,29700000
950,Panvel,2,10200000
950,Panvel,2,7500000
1200,Panvel,2,14000000
1150,Panvel,2,9000000
1300,Panvel,1,5250000
1200,Panvel,1,3900000
550,Panvel,1,19500000
650,Panvel,1,4100000
1125,Panvel,2,4350000
1010,Panvel,1,16500000
1200,Panvel,2,2650000
1050,Panvel,2,5800000
1110,Panvel,2,19800000
1260,Panvel,2,9000000
1320,Parel,2,35900000
1320,Parel,2,33100000
600,Parel,1,15500000
2670,Parel,5,92500000
1200,Parel,2,4700000
1200,Parel,2,4700000
1125,Parel,2,145000000
1620,Parel,3,90399999
1177,Parel,3,47900000
1043,Parel,3,36100000
823,Parel,2,60500000
1404,Parel,3,37400000
940,Parel,2,107600000
2605,Parel,4,65500000
1543,Parel,3,36800000
825,Parel,2,79900000
1836,Parel,3,3250000
2604,Parel,4,65500000
2604,Parel,4,4475000
1835,Parel,3,60500000
1543,Parel,3,12500000
1403,Parel,3,14500000
1043,Parel,3,22500000
1177,Parel,3,36800000
823,Parel,2,8500000
825,Parel,2,4000000
940,Parel,2,13500000
940,Parel,2,16500000
1177,Parel,3,107600000
1043,Parel,3,65500000
823,Parel,2,36800000
1404,Parel,3,79900000
940,Parel,2,12300000
2605,Parel,4,5750000
1543,Parel,3,5750000
825,Parel,2,21700000
1836,Parel,3,27799999
510,Parel,1,3100000
510,Parel,1,3250000
670,Parel,1,39400000
2110,Powai,3,62500000
2110,Powai,3,62500000
1500,Powai,3,19000000
1155,Powai,2,25000000
1445,Powai,3,19000000
1150,Powai,2,3700000
740,Powai,2,9500000
750,Powai,2,9800000
595,Powai,1,9500000
595,Powai,1,11000000
585,Powai,1,19000000
980,Powai,2,5400000
1050,Powai,2,26500000
1050,Powai,2,14000000
2020,Powai,3,6498999
985,Powai,2,8000000
1445,Powai,3,6000000
840,Powai,2,10900000
995,Powai,2,11000000
585,Powai,1,9000000
578,Powai,1,16500000
970,Powai,2,19800000
985,Powai,2,36400000
2050,Powai,4,51000000
1250,Powai,2,16000000
910,Powai,2,5299000
1130,Powai,2,8500000
1700,Powai,3,15200000
980,Powai,2,19500000
750,Powai,1,8900000
650,Powai,1,10000000
600,Powai,1,10000000
585,Powai,1,16500000
1500,Powai,3,27500000
1100,Powai,2,13500000
800,Powai,2,9500000
1450,Powai,3,3500000
1505,Powai,3,16800000
975,Powai,2,17500000
978,Powai,2,5500000
1150,Powai,2,16500000
1150,Powai,2,15500000
810,Powai,2,10800000
2365,Powai,4,9500000
1100,Powai,2,19000000
1000,Powai,2,14900000
1502,Powai,3,27000000
1502,Powai,3,2600000
1545,Powai,3,13100000
910,Powai,2,12000000
965,Powai,2,10700000
1050,Powai,2,14500000
1050,Powai,2,14500000
1150,Powai,2,12100000
885,Powai,2,10500000
650,Powai,1,15900000
1600,Powai,3,11500000
1120,Powai,2,9000000
500,Powai,1,9500000
1100,Powai,2,12500000
660,Powai,1,19500000
1150,Powai,2,45000000
2100,Powai,3,10500000
700,Powai,1,2800000
225,Powai,1,12500000
651,Powai,2,37800000
928,Powai,3,35100000
642,Powai,2,32100000
735,Powai,2,26500000
788,Powai,2,54200000
1094,Powai,3,34600000
1020,Powai,3,33400000
928,Powai,3,22200000
772,Powai,2,27300000
1613,Powai,4,27900000
1023,Powai,3,36900000
997,Powai,3,12900000
645,Powai,2,30000000
733,Powai,2,59600000
744,Powai,2,45700000
970,Powai,3,23700000
950,Powai,2,15000000
1100,Powai,2,4900000
1290,Powai,1,4900000
970,Powai,2,9000000
1135,Powai,2,47500000
1135,Powai,2,9300000
885,Powai,2,20000000
630,Powai,1,21500000
915,Powai,2,12000000
770,Powai,2,16000000
1070,Powai,2,25000000
1198,Powai,2,25200000
600,Powai,1,25000000
1150,Powai,2,22500000
940,Powai,2,15000000
1045,Powai,2,13600000
1444,Powai,3,9200000
600,Powai,1,9600000
870,Powai,2,5000000
870,Powai,2,2600000
1350,Powai,3,18100000
1050,Powai,2,18100000
1750,Powai,3,18500000
1060,Powai,2,14500000
602,Powai,1,17500000
1150,Powai,2,18500000
1050,Powai,2,20000000
600,Powai,1,29000000
900,Powai,2,9800000
1100,Powai,2,18500000
1250,Powai,2,6500000
1150,Powai,2,22000000
555,Powai,1,8900000
1100,Powai,2,14500000
1155,Powai,2,22500000
585,Powai,1,26000000
1120,Powai,2,2850000
650,Powai,1,17500000
1000,Powai,1,26000000
1300,Powai,3,22000000
1070,Powai,2,17000000
1000,Powai,2,28500000
980,Powai,2,21000000
985,Powai,2,14000000
600,Powai,1,27500000
1000,Powai,1,26500000
1150,Powai,2,10000000
1198,Powai,2,18500000
1100,Powai,2,19100000
916,Powai,2,12500000
1060,Powai,2,14500000
602,Powai,1,17500000
1150,Powai,2,18500000
1050,Powai,2,20000000
600,Powai,1,29000000
900,Powai,2,9800000
1100,Powai,2,18500000
1250,Powai,2,6500000
1150,Powai,2,22000000
555,Powai,1,18000000
1100,Powai,2,16700000
1155,Powai,2,6800000
1545,Powai,2,8000000
1350,Powai,3,9200000
310,Powai,1,7600000
970,Powai,2,25500000
602,Powai,1,70000000
910,Powai,2,3600000
1444,Powai,2,2836000
1444,Powai,2,9200000
1545,Powai,3,9500000
1060,Powai,2,2400000
651,Powai,2,37800000
928,Powai,3,35100000
642,Powai,2,32100000
735,Powai,2,26500000
788,Powai,2,54200000
1094,Powai,3,34600000
1020,Powai,3,34600000
928,Powai,3,33400000
772,Powai,2,22200000
1613,Powai,4,27300000
1023,Powai,3,27900000
1023,Powai,3,36900000
997,Powai,3,18000000
645,Powai,2,2650000
733,Powai,2,6600000
744,Powai,2,7000000
970,Powai,3,8100000
2500,Powai,4,13000000
1750,Powai,3,15100000
1340,Powai,3,4000000
970,Powai,2,3400000
970,Powai,2,7800000
810,Powai,2,34500000
1313,Powai,3,11500000
1150,Powai,2,9500000
1050,Powai,2,19500000
885,Powai,2,4700000
700,Powai,1,2900000
885,Powai,2,7200000
1717,Prabhadevi,3,45000000
1700,Prabhadevi,3,85000000
1700,Prabhadevi,3,85000000
1700,Prabhadevi,3,85000000
310,Prabhadevi,1,2225000
1000,Prabhadevi,2,4300000
800,Prabhadevi,2,55000000
1000,Prabhadevi,2,110000000
3150,Prabhadevi,3,6000000
1650,Prabhadevi,3,18000000
1750,Sanpada,3,22500000
1250,Sanpada,2,17000000
3465,Sanpada,4,51500000
2400,Sanpada,3,19500000
2400,Sanpada,3,12900000
2000,Sanpada,4,14400000
860,Sanpada,2,2250000
600,Sanpada,1,6448999
1500,Sanpada,3,40000000
1650,Sanpada,3,9100000
950,Sanpada,2,7250000
600,Sanpada,1,18500000
750,Sanpada,1,19000000
600,Sanpada,1,18000000
1400,Sanpada,2,14500000
1500,Sanpada,3,8500000
1215,Sanpada,3,24600000
506,Sanpada,1,24800000
851,Sanpada,2,21500000
576,Sanpada,1,20000000
600,Sanpada,1,19500000
900,Sanpada,2,11000000
910,Sanpada,2,19500000
1645,Sanpada,3,11000000
1250,Sanpada,3,9000000
1215,Sanpada,3,18000000
1215,Sanpada,3,22000000
600,Sanpada,1,16500000
1435,Sanpada,2,7900000
600,Sanpada,1,24000000
1640,Sanpada,3,4750000
1650,Sanpada,3,31500000
1313,Sanpada,2,9200000
1600,Sanpada,3,25000000
2000,Sanpada,4,4200000
1400,Sanpada,3,3000000
373,Sanpada,1,21500000
1680,Sanpada,2,32500000
5500,Santacruz ,4,60000000
760,Santacruz ,2,18500000
350,Santacruz ,1,9000000
1100,Santacruz ,2,22500000
350,Santacruz ,1,7500000
1505,Santacruz ,4,3950000
1800,Santacruz ,3,2100000
950,Santacruz ,2,10000000
550,Santacruz ,1,25000000
1000,Santacruz ,2,11800000
350,Santacruz ,1,12500000
350,Santacruz ,1,5300000
550,Santacruz ,1,49000000
650,Santacruz ,1,47900000
1000,Santacruz ,3,36100000
450,Santacruz ,1,60500000
650,Santacruz ,1,12000000
450,Santacruz ,1,17000000
747,Santacruz ,1,38500000
900,Santacruz ,2,91800000
550,Santacruz ,1,16000000
550,Santacruz ,1,5950000
1200,Santacruz ,2,32500000
780,Santacruz ,2,32799999
780,Santacruz ,2,32799999
1144,Santacruz ,3,52500000
1600,Santacruz ,4,95100000
3500,Santacruz ,5,65000000
1780,Santacruz ,3,85000000
1000,Santacruz ,2,12500000
1266,Santacruz ,3,60000000
1440,Santacruz ,3,26000000
900,Santacruz ,2,23600000
600,Santacruz ,1,8000000
2100,Santacruz ,4,16399999
960,Santacruz ,2,30000000
1150,Seawoods,2,17100000
1100,Seawoods,2,17100000
1100,Seawoods,2,17100000
900,Seawoods,2,14000000
600,Seawoods,1,5300000
1205,Seawoods,2,18900000
615,Seawoods,1,23500000
605,Seawoods,1,21500000
1250,Seawoods,1,19100000
1205,Seawoods,1,21700000
1250,Seawoods,1,19200000
1205,Seawoods,1,19200000
1205,Seawoods,1,21500000
1300,Seawoods,1,19000000
1205,Seawoods,1,7500000
682,Seawoods,1,21000000
1425,Seawoods,1,21000000
1425,Seawoods,2,13500000
1092,Seawoods,1,8500000
1190,Seawoods,2,6500000
3200,Seawoods,5,3200000
1205,Seawoods,1,9100000
1291,Seawoods,2,11500000
2110,Seawoods,3,2378000
2500,Seawoods,4,49500000
1100,Seawoods,2,5500000
1125,Seawoods,1,19200000
1231,Seawoods,1,27500000
1650,Seawoods,2,8100000
1850,Seawoods,3,7500000
1050,Seawoods,2,30000000
1351,Seawoods,3,14400000
1440,Seawoods,3,7000000
1055,Seawoods,2,7000000
1084,Seawoods,2,8500000
1084,Seawoods,2,8500000
1030,Seawoods,2,12900000
1056,Seawoods,2,2400000
1056,Seawoods,2,13500000
1055,Seawoods,2,15500000
2040,Seawoods,3,13799999
1281,Seawoods,2,8000000
1650,Seawoods,3,22500000
4250,Seawoods,3,7500000
1850,Seawoods,3,16200000
1281,Seawoods,2,9500000
1900,Seawoods,4,5700000
1650,Seawoods,3,16000000
1585,Sector 6,3,9000000
700,Shil Phata,2,5500000
650,Shil Phata,2,25000000
480,Shil Phata,1,8200000
621,Shil Phata,2,5500000
525,Shil Phata,2,4000000
424,Shil Phata,1,26000000
885,Shil Phata,2,4300000
885,Shil Phata,2,4300000
5642,Sion,6,90000000
5642,Sion,6,90000000
1080,Sion,2,12100000
1080,Sion,2,12100000
980,Sion,2,4000000
880,Sion,2,13700000
980,Sion,2,8600000
1950,Sion,3,2350000
1950,Sion,3,2350000
961,Sion,2,20299999
826,Sion,2,11900000
538,Sion,1,22200000
1050,Sion,3,3100000
450,Taloja,1,2100000
1550,Taloja,3,6400000
980,Taloja,2,4900000
980,Taloja,2,4900000
750,Taloja,1,4000000
450,Taloja,1,2500000
410,Taloja,1,2300000
1100,Taloja,2,5300000
738,Taloja,1,3800000
1005,Taloja,2,4500000
980,Taloja,2,3200000
680,Taloja,1,3500000
710,Taloja,1,3300000
690,Taloja,1,4000000
715,Taloja,1,3500000
700,Taloja,1,3350000
670,Taloja,1,2650000
560,Taloja,1,2300000
445,Taloja,1,2600000
560,Taloja,1,5700000
1060,Taloja,2,5800000
1064,Taloja,2,6000000
1070,Taloja,2,5200000
995,Taloja,2,4900000
985,Taloja,2,3800000
665,Taloja,1,3700000
680,Taloja,1,2300000
1005,Taloja,2,4500000
980,Taloja,2,3200000
680,Taloja,1,3500000
710,Taloja,1,3300000
690,Taloja,1,14000000
695,Taloja,1,4500000
1110,Taloja,2,2900000
695,Taloja,1,6300000
1050,Taloja,2,7050000
1110,Taloja,2,2900000
695,Taloja,1,6300000
1050,Taloja,2,7050000
650,Taloja,1,4800000
510,Taloja,1,2600000
520,Taloja,1,2400000
490,Taloja,1,2200000
470,Taloja,1,15000000
950,Taloja,2,3250000
690,Taloja,1,2300000
445,Taloja,1,3750000
671,Taloja,1,5600000
400,Taloja,1,12900000
900,Taloja,2,5700000
450,Taloja,1,4000000
1135,Taloja,2,4500000
738,Taloja,1,3000000
510,Taloja,1,4300000
546,Taloja,1,5500000
570,Taloja,1,3900000
560,Taloja,1,4000000
950,Taloja,2,3799000
850,Taloja,2,4100000
700,Taloja,1,10000000
660,Taloja,1,6500000
650,Taloja,1,5500000
1050,Taloja,2,3000000
500,Taloja,1,8000000
1150,Taloja,2,15500000
1500,Taloja,3,13400000
665,Taloja,1,3700000
650,Taloja,1,3350000
650,Taloja,1,2178000
649,Taloja,1,10800000
1520,Taloja,3,10800000
1055,Taloja,2,8800000
500,Taloja,1,2330000
550,Taloja,1,74500000
650,Taloja,1,4600000
724,Taloja,1,19000000
690,Taloja,1,3500000
1020,Taloja,2,4800000
1020,Taloja,2,4800000
1115,Taloja,2,7900000
690,Taloja,1,4700000
1060,Taloja,2,5800000
1025,Taloja,2,3600000
670,Taloja,1,7053000
670,Taloja,1,11500000
1050,Taloja,2,3797999
432,Taloja,1,3200000
516,Thane,1,5700000
495,Thane,1,2100000
495,Thane,1,2100000
507,Thane,1,8500000
550,Thane,2,6600000
565,Thane,2,6900000
547,Thane,2,6800000
556,Thane,2,6700000
950,Thane,2,3000000
600,Thane,2,4500000
600,Thane,2,5300000
600,Thane,1,3000000
800,Thane,2,4500000
275,Thane,1,5300000
950,Thane,2,3000000
600,Thane,2,4500000
600,Thane,2,5300000
600,Thane,1,3000000
800,Thane,2,4500000
275,Thane,1,5300000
275,Thane,1,3000000
275,Thane,1,2000000
275,Thane,1,2000000
275,Thane,1,5300000
275,Thane,1,5300000
1065,Thane,2,4500000
275,Thane,1,2000000
275,Thane,1,2000000
275,Thane,1,5300000
275,Thane,1,3000000
275,Thane,1,2000000
275,Thane,1,5300000
275,Thane,1,5300000
275,Thane,1,2000000
275,Thane,1,5300000
275,Thane,1,5300000
275,Thane,1,2000000
275,Thane,1,2000000
275,Thane,1,2000000
275,Thane,1,2000000
275,Thane,1,8500000
275,Thane,1,5300000
275,Thane,1,2000000
275,Thane,1,5300000
275,Thane,1,5300000
275,Thane,1,3000000
275,Thane,1,2000000
530,Thane,1,3000000
900,Thane,2,3500000
1375,Thane,3,2800000
1375,Thane,3,2800000
675,Thane,1,5300000
560,Thane,1,10800000
675,Thane,1,5300000
560,Thane,1,10800000
5245,Thane,5,90000000
1179,Thane,2,11600000
1179,Thane,2,11600000
1157,Thane,2,13000000
509,Thane,1,6400000
1903,Thane,4,175000000
1005,Thane,2,9000000
473,Thane,1,6990000
640,Thane,1,8000000
657,Thane,1,7200000
550,Thane,1,7500000
1309,Thane,3,18000000
560,Thane,1,7500000
1733,Thane,3,28400000
1733,Thane,4,28400000
1250,Thane,3,16500000
1650,Thane,3,24500000
575,Thane,1,6000000
846,Thane,2,8100000
880,Thane,2,16800000
740,Thane,1,16000000
1150,Thane,2,5300000
650,Thane,1,7500000
550,Thane,1,17000000
936,Thane,2,19400000
1810,Thane,3,24100000
2090,Thane,3,16200000
1555,Thane,3,6193000
724,Thane,2,27500000
700,Thane,1,11000000
2394,Thane,4,120000000
550,Thane,1,7600000
550,Thane,1,7600000
384,Thane,1,18000000
545,Thane,1,7500000
995,Thane,2,20000000
995,Thane,2,20000000
1140,Thane,3,9900000
771,Thane,2,40000000
1505,Thane,3,15400000
1570,Thane,3,12900000
1311,Thane,3,12700000
1290,Thane,3,11500000
1170,Thane,2,10800000
1102,Thane,2,9485000
963,Thane,2,8184999
831,Thane,2,11900000
1209,Thane,2,9377000
952,Thane,2,9958000
1011,Thane,2,9997000
1015,Thane,2,11100000
1135,Thane,2,10400000
1065,Thane,2,92400000
1505,Thane,3,15400000
1570,Thane,3,12900000
1311,Thane,3,12700000
1290,Thane,3,11500000
1170,Thane,2,10800000
1102,Thane,2,9485000
963,Thane,2,8184999
831,Thane,2,11900000
1209,Thane,2,9377000
952,Thane,2,9958000
1011,Thane,2,9997000
1015,Thane,2,11100000
1135,Thane,2,10400000
1065,Thane,2,16500000
1465,Thane,3,12000000
950,Thane,2,2800000
1100,Thane,2,12200000
1100,Thane,2,12200000
920,Thane,2,29400000
575,Thane,1,12900000
2998,Thane,4,4907000
900,Thane,2,5399000
905,Thane,2,4199000
625,Thane,1,18500000
700,Thane,1,8330000
1228,Thane,3,11500000
471,Thane,1,23000000
950,Thane,2,9600000
900,Thane,2,9600000
900,Thane,2,70000000
1050,Thane,2,14000000
1050,Thane,2,14000000
1050,Thane,2,2000000
850,Thane,2,2000000
945,Thane,2,18800000
981,Thane,2,15500000
915,Thane,2,14900000
883,Thane,2,14800000
879,Thane,2,15700000
928,Thane,2,15500000
919,Thane,2,13500000
800,Thane,2,20000000
1012,Thane,3,12900000
766,Thane,2,2500000
1250,Thane,3,2200000
670,Thane,1,43000000
1206,Thane,2,12800000
1800,Thane,3,3500000
735,Thane,1,7000000
540,Thane,1,7300000
570,Thane,1,15500000
1300,Thane,3,9709000
1022,Thane,2,4200000
826,Thane,2,9000000
847,Thane,1,10000000
1020,Thane,2,10000000
850,Thane,2,10000000
520,Thane,1,11000000
1300,Thane,2,8500000
783,Thane,2,8500000
783,Thane,2,27599999
1600,Thane,3,7500000
685,Thane,1,12700000
1050,Thane,2,13000000
1150,Thane,3,8500000
783,Thane,2,8500000
783,Thane,2,27599999
1600,Thane,3,7500000
685,Thane,1,12700000
1050,Thane,2,13000000
1150,Thane,3,6500000
683,Thane,1,3000000
350,Thane,1,6100000
945,Thane,2,5699000
905,Thane,2,4099000
588,Thane,1,6500000
902,Thane,2,5499000
902,Thane,2,4099000
590,Thane,1,21000000
905,Thane,2,4399000
615,Thane,1,5599000
905,Thane,2,5990000
905,Thane,2,5299000
645,Thane,1,9000000
705,Thane,2,3049000
1100,Thane,2,22500000
239,Thane,1,5700000
283,Thane,1,6351000
352,Thane,1,6900000
440,Thane,1,24500000
400,Thane,2,9800000
599,Thane,2,27400000
958,Thane,3,18500000
1174,Thane,3,8000000
419,Thane,1,12800000
705,Thane,2,13500000
931,Thane,3,4200000
239,Thane,1,5700000
283,Thane,1,6351000
352,Thane,1,6900000
440,Thane,1,24500000
1260,Thane,2,10700000
1240,Thane,2,10600000
1230,Thane,2,16500000
749,Thane,1,7320000
746,Thane,1,13100000
1140,Thane,2,13100000
1140,Thane,2,21700000
575,Thane,1,22000000
1400,Thane,3,18200000
1300,Thane,3,11000000
1650,Thane,3,17500000
1350,Thane,3,17500000
1350,Thane,3,20000000
1775,Thane,3,15300000
1275,Thane,2,11000000
1166,Thane,2,17700000
1338,Thane,3,60000000
1220,Thane,2,9500000
886,Thane,2,12000000
1046,Thane,2,13300000
1158,Thane,2,18800000
1662,Thane,3,10800000
928,Thane,2,17500000
1050,Thane,2,5500000
558,Thane,1,7200000
676,Thane,2,11900000
1020,Thane,3,20800000
1214,Thane,3,20800000
1639,Thane,3,33000000
2519,Thane,4,16200000
1250,Thane,3,14000000
1835,Thane,3,9500000
1050,Thane,2,8500000
1335,Thane,3,95000000
500,Thane,1,15000000
1153,Thane,3,3200000
700,Thane,2,8700000
931,Thane,3,11200000
676,Thane,2,14800000
880,Thane,3,13600000
1140,Thane,3,15000000
1625,Thane,4,25500000
1245,Thane,3,25000000
739,Thane,2,9500000
711,Thane,2,19200000
863,Thane,3,21500000
1012,Thane,3,16000000
731,Thane,2,20200000
969,Thane,3,21400000
990,Thane,3,16500000
1860,Thane,3,5900000
632,Thane,1,8000000
976,Thane,2,47000000
400,Thane,1,10900000
876,Thane,2,11000000
1137,Thane,3,5500000
486,Thane,1,6900000
1000,Thane,2,14800000
1300,Thane,3,9900000
784,Thane,2,13500000
1146,Thane,3,9000000
928,Thane,2,4000000
900,Thane,2,8000000
984,Thane,2,3000000
1020,Thane,2,26500000
1249,Thane,3,11900000
1461,Thane,3,12300000
1044,Thane,3,26900000
1090,Thane,2,9100000
1050,Thane,2,2000000
1096,Thane,2,8420000
960,Thane,2,4100000
928,Thane,2,60000000
1002,Thane,2,88699999
1140,Thane,2,9200000
1160,Thane,2,2669000
1060,Thane,2,6299000
1020,Thane,3,40000000
1461,Thane,3,26800000
625,Thane,1,30000000
1160,Thane,2,5577000
1500,Thane,3,8500000
924,Thane,2,6320000
1083,Thane,2,26400000
520,Thane,1,3120000
930,Thane,2,9230000
1230,Thane,2,2100000
610,Thane,1,5760000
590,Thane,1,2174000
1489,Thane,3,15200000
1490,Thane,3,9700000
2000,Thane,4,25000000
1100,Thane,2,19000000
910,Thane,1,14000000
500,Thane,1,18000000
1130,Thane,2,2360000
600,Thane,1,8600000
900,Thane,2,63900000
